last,first,pos,num,won,lost,dz_won,nz_won,oz_won,p1_won,p2_won,p3_won,ot_won,5v5_won,ev_won,sh_won,pp_won,dz_lost,nz_lost,oz_lost,p1_lost,p2_lost,p3_lost,ot_lost,5v5_lost,ev_lost,sh_lost,pp_lost
JOSEFSON,JACOB,C,16,323.0,344.0,93.0,110.0,120.0,106.0,111.0,105.0,1.0,238.0,243.0,27.0,53.0,135.0,113.0,96.0,123.0,106.0,113.0,2.0,262.0,273.0,33.0,38.0
DICKINSON,JASON,C,16,1.0,6.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,3.0,3.0,1.0,1.0,4.0,0.0,6.0,6.0,0.0,0.0
KRUGER,MARCUS,C,16,195.0,197.0,117.0,57.0,21.0,51.0,76.0,67.0,1.0,153.0,158.0,36.0,1.0,140.0,42.0,15.0,81.0,64.0,52.0,0.0,127.0,131.0,66.0,0.0
DOMI,MAX,C,16,20.0,35.0,3.0,4.0,13.0,8.0,4.0,7.0,1.0,10.0,11.0,1.0,8.0,0.0,6.0,29.0,11.0,14.0,10.0,0.0,18.0,21.0,0.0,14.0
SPALING,NICK,C,16,309.0,292.0,107.0,137.0,65.0,104.0,89.0,114.0,2.0,237.0,247.0,57.0,5.0,121.0,114.0,57.0,88.0,102.0,96.0,6.0,211.0,221.0,68.0,3.0
GARBUTT,RYAN,C,16,1.0,5.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,1.0,3.0,2.0,2.0,1.0,0.0,5.0,5.0,0.0,0.0
ZADOROV,NIKITA,D,16,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
LADD,ANDREW,L,16,8.0,5.0,2.0,3.0,3.0,3.0,3.0,2.0,0.0,7.0,7.0,1.0,0.0,1.0,1.0,3.0,3.0,1.0,1.0,0.0,2.0,2.0,2.0,1.0
MACARTHUR,CLARKE,L,16,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
ZUCKER,JASON,L,16,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
BROWN,CONNOR,R,16,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
JOORIS,JOSH,R,16,114.0,143.0,55.0,25.0,34.0,39.0,38.0,37.0,0.0,91.0,93.0,18.0,3.0,65.0,42.0,36.0,53.0,52.0,38.0,0.0,99.0,103.0,39.0,1.0
BERNIER,STEVE,R,16,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
PURCELL,TEDDY,R,16,1.0,4.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,3.0,1.0,1.0,1.0,1.0,3.0,4.0,0.0,0.0
KILLORN,ALEX,C,17,31.0,49.0,6.0,4.0,21.0,8.0,12.0,11.0,0.0,21.0,23.0,2.0,6.0,10.0,5.0,34.0,17.0,16.0,16.0,0.0,42.0,43.0,1.0,5.0
RICHARDS,BRAD,C,17,124.0,126.0,16.0,29.0,79.0,40.0,37.0,45.0,2.0,100.0,105.0,0.0,19.0,30.0,34.0,62.0,31.0,51.0,44.0,0.0,113.0,116.0,0.0,10.0
DUBINSKY,BRANDON,C,17,780.0,704.0,283.0,258.0,239.0,253.0,258.0,254.0,15.0,554.0,595.0,99.0,86.0,290.0,214.0,200.0,225.0,202.0,264.0,13.0,516.0,560.0,85.0,59.0
LEGWAND,DAVID,C,17,196.0,231.0,51.0,80.0,65.0,63.0,74.0,59.0,0.0,167.0,167.0,27.0,2.0,93.0,77.0,61.0,86.0,87.0,56.0,2.0,188.0,190.0,40.0,1.0
MACKENZIE,DEREK,C,17,439.0,362.0,214.0,105.0,120.0,129.0,143.0,164.0,3.0,289.0,306.0,125.0,8.0,183.0,92.0,87.0,109.0,122.0,125.0,6.0,225.0,240.0,112.0,10.0
SHORE,DEVIN,C,17,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0
SCHWARTZ,JADEN,C,17,15.0,17.0,2.0,5.0,8.0,5.0,8.0,2.0,0.0,12.0,14.0,0.0,1.0,1.0,2.0,14.0,5.0,5.0,5.0,2.0,10.0,14.0,1.0,2.0
KESLER,RYAN,C,17,980.0,695.0,441.0,286.0,253.0,301.0,313.0,354.0,12.0,645.0,703.0,168.0,109.0,318.0,189.0,188.0,208.0,241.0,231.0,15.0,442.0,493.0,146.0,56.0
MITCHELL,TORREY,C,17,370.0,347.0,193.0,102.0,75.0,134.0,115.0,119.0,2.0,301.0,312.0,52.0,6.0,178.0,104.0,65.0,89.0,123.0,133.0,2.0,275.0,288.0,57.0,2.0
STUART,BRAD,D,17,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
LOWRY,ADAM,L,17,391.0,454.0,175.0,135.0,81.0,123.0,128.0,140.0,0.0,310.0,314.0,73.0,4.0,217.0,162.0,75.0,150.0,158.0,145.0,1.0,352.0,359.0,92.0,3.0
MCCARTHY,JOHN,L,17,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0
BOUMA,LANCE,L,17,5.0,8.0,2.0,2.0,1.0,2.0,2.0,1.0,0.0,2.0,2.0,3.0,0.0,2.0,3.0,3.0,2.0,3.0,3.0,0.0,5.0,5.0,3.0,0.0
MARTIN,MATT,L,17,1.0,3.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,2.0,0.0,3.0,0.0,0.0,2.0,3.0,0.0,0.0
LUCIC,MILAN,L,17,7.0,13.0,1.0,0.0,6.0,1.0,4.0,2.0,0.0,2.0,2.0,0.0,5.0,1.0,1.0,11.0,7.0,3.0,3.0,0.0,8.0,8.0,0.0,5.0
RUST,BRYAN,R,17,1.0,3.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,2.0,0.0,1.0,1.0,2.0,0.0,0.0,2.0,2.0,0.0,1.0
VRBATA,RADIM,R,17,4.0,10.0,0.0,0.0,4.0,1.0,1.0,2.0,0.0,4.0,4.0,0.0,0.0,0.0,0.0,10.0,2.0,7.0,1.0,0.0,7.0,8.0,1.0,1.0
DOWNIE,STEVE,R,17,2.0,2.0,0.0,1.0,1.0,1.0,1.0,0.0,0.0,2.0,2.0,0.0,0.0,0.0,2.0,0.0,0.0,2.0,0.0,0.0,2.0,2.0,0.0,0.0
SIMMONDS,WAYNE,R,17,5.0,2.0,1.0,1.0,3.0,1.0,2.0,2.0,0.0,5.0,5.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,1.0,0.0,1.0,2.0,0.0,0.0
O'NEILL,BRIAN,C,18,2.0,4.0,1.0,1.0,0.0,0.0,1.0,1.0,0.0,2.0,2.0,0.0,0.0,1.0,1.0,2.0,1.0,1.0,2.0,0.0,3.0,3.0,1.0,0.0
LITTLE,BRYAN,C,18,674.0,640.0,216.0,200.0,258.0,225.0,216.0,228.0,5.0,437.0,473.0,84.0,117.0,226.0,193.0,221.0,208.0,222.0,202.0,8.0,417.0,464.0,103.0,73.0
STEPHENSON,CHANDLER,C,18,30.0,25.0,8.0,7.0,15.0,11.0,10.0,9.0,0.0,30.0,30.0,0.0,0.0,6.0,9.0,10.0,9.0,9.0,7.0,0.0,24.0,25.0,0.0,0.0
MCCLEMENT,JAY,C,18,375.0,303.0,145.0,146.0,84.0,117.0,146.0,112.0,0.0,308.0,312.0,59.0,4.0,148.0,93.0,62.0,105.0,116.0,80.0,2.0,225.0,229.0,71.0,3.0
ANDERSSON,JOAKIM,C,18,32.0,38.0,17.0,7.0,8.0,10.0,13.0,9.0,0.0,21.0,21.0,11.0,0.0,21.0,7.0,10.0,13.0,16.0,9.0,0.0,24.0,24.0,13.0,1.0
STAJAN,MATT,C,18,373.0,415.0,149.0,158.0,66.0,125.0,141.0,105.0,2.0,320.0,324.0,46.0,3.0,209.0,144.0,62.0,136.0,142.0,137.0,0.0,351.0,353.0,57.0,5.0
CARTER,RYAN,C,18,21.0,18.0,1.0,10.0,10.0,6.0,8.0,7.0,0.0,16.0,16.0,4.0,1.0,11.0,1.0,6.0,6.0,6.0,6.0,0.0,14.0,14.0,4.0,0.0
STROME,RYAN,C,18,39.0,56.0,8.0,11.0,20.0,16.0,11.0,12.0,0.0,33.0,33.0,0.0,6.0,9.0,15.0,32.0,13.0,27.0,16.0,0.0,40.0,43.0,1.0,12.0
MATTHIAS,SHAWN,C,18,4.0,4.0,1.0,2.0,1.0,2.0,2.0,0.0,0.0,3.0,3.0,1.0,0.0,1.0,2.0,1.0,1.0,1.0,2.0,0.0,3.0,4.0,0.0,0.0
STAAL,MARC,D,18,1.0,3.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,2.0,0.0,2.0,0.0,1.0,0.0,1.0,1.0,2.0,0.0
NEAL,JAMES,L,18,8.0,19.0,1.0,1.0,6.0,3.0,3.0,2.0,0.0,6.0,6.0,0.0,2.0,0.0,4.0,15.0,7.0,8.0,4.0,0.0,11.0,12.0,0.0,7.0
MICHALEK,MILAN,L,18,1.0,2.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,1.0,2.0,0.0,0.0,0.0,2.0,2.0,0.0,0.0
PALAT,ONDREJ,L,18,2.0,6.0,0.0,0.0,2.0,2.0,0.0,0.0,0.0,2.0,2.0,0.0,0.0,1.0,1.0,4.0,0.0,4.0,2.0,0.0,5.0,5.0,1.0,0.0
VIRTANEN,JAKE,R,18,2.0,3.0,1.0,1.0,0.0,1.0,0.0,1.0,0.0,2.0,2.0,0.0,0.0,1.0,0.0,2.0,2.0,1.0,0.0,0.0,3.0,3.0,0.0,0.0
BROWN,MIKE,R,18,2.0,1.0,0.0,1.0,1.0,0.0,1.0,1.0,0.0,2.0,2.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0
EAVES,PATRICK,R,18,3.0,8.0,0.0,2.0,1.0,0.0,2.0,1.0,0.0,1.0,1.0,1.0,1.0,0.0,3.0,5.0,2.0,6.0,0.0,0.0,4.0,4.0,2.0,2.0
SMITH,REILLY,R,18,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,1.0,1.0,2.0,0.0,0.0
BOURQUE,RENE,R,18,3.0,6.0,1.0,1.0,1.0,2.0,0.0,1.0,0.0,2.0,2.0,0.0,1.0,0.0,3.0,3.0,4.0,0.0,2.0,0.0,4.0,4.0,2.0,0.0
JACKMAN,TIM,R,18,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
RATTIE,TY,R,18,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
O'REILLY,CAL,C,19,59.0,50.0,19.0,16.0,24.0,18.0,20.0,21.0,0.0,49.0,53.0,0.0,6.0,15.0,16.0,19.0,20.0,13.0,17.0,0.0,46.0,47.0,0.0,3.0
JARNKROK,CALLE,C,19,366.0,433.0,123.0,130.0,113.0,102.0,113.0,145.0,6.0,258.0,282.0,57.0,27.0,183.0,110.0,140.0,143.0,151.0,131.0,8.0,263.0,296.0,113.0,24.0
STOLL,JARRET,C,19,323.0,247.0,188.0,80.0,55.0,104.0,106.0,112.0,1.0,258.0,264.0,55.0,4.0,136.0,73.0,38.0,92.0,77.0,76.0,2.0,194.0,199.0,46.0,2.0
THORNTON,JOE,C,19,399.0,354.0,85.0,144.0,170.0,129.0,113.0,152.0,5.0,288.0,307.0,1.0,91.0,97.0,122.0,135.0,113.0,110.0,128.0,3.0,267.0,285.0,0.0,69.0
TOEWS,JONATHAN,C,19,921.0,652.0,224.0,329.0,368.0,284.0,313.0,311.0,13.0,662.0,740.0,53.0,128.0,209.0,216.0,227.0,188.0,203.0,245.0,16.0,481.0,524.0,55.0,73.0
WEAL,JORDAN,C,19,33.0,35.0,8.0,12.0,13.0,11.0,13.0,9.0,0.0,30.0,31.0,0.0,2.0,9.0,15.0,11.0,11.0,18.0,6.0,0.0,31.0,32.0,0.0,3.0
PETAN,NIC,C,19,12.0,8.0,4.0,1.0,7.0,4.0,5.0,3.0,0.0,10.0,11.0,0.0,1.0,0.0,3.0,5.0,2.0,4.0,2.0,0.0,7.0,7.0,0.0,1.0
BACKSTROM,NICKLAS,C,19,659.0,698.0,213.0,232.0,214.0,200.0,230.0,219.0,10.0,504.0,533.0,47.0,79.0,237.0,239.0,222.0,246.0,220.0,224.0,8.0,546.0,583.0,53.0,62.0
PETAN,NICOLAS,C,19,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0
JOHANSEN,RYAN,C,19,322.0,294.0,112.0,98.0,112.0,99.0,109.0,109.0,5.0,223.0,236.0,14.0,72.0,103.0,88.0,103.0,97.0,98.0,97.0,2.0,208.0,227.0,13.0,54.0
ZAJAC,TRAVIS,C,19,715.0,672.0,277.0,209.0,229.0,231.0,246.0,228.0,10.0,484.0,541.0,76.0,98.0,299.0,200.0,173.0,204.0,225.0,227.0,16.0,445.0,502.0,107.0,63.0
BOUWMEESTER,JAY,D,19,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
SCHULTZ,JUSTIN,D,19,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,2.0
MAROON,PATRICK,L,19,17.0,36.0,0.0,2.0,15.0,10.0,4.0,3.0,0.0,15.0,15.0,0.0,2.0,0.0,2.0,34.0,11.0,13.0,12.0,0.0,35.0,35.0,0.0,1.0
BENNETT,BEAU,R,19,2.0,4.0,0.0,1.0,1.0,0.0,2.0,0.0,0.0,0.0,2.0,0.0,0.0,1.0,1.0,2.0,0.0,2.0,1.0,1.0,2.0,3.0,0.0,1.0
JONES,DAVID,R,19,16.0,16.0,2.0,2.0,12.0,8.0,5.0,3.0,0.0,13.0,14.0,0.0,2.0,3.0,2.0,11.0,8.0,6.0,2.0,0.0,12.0,12.0,0.0,4.0
FAST,JESPER,R,19,1.0,5.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,5.0,0.0,0.0,1.0,2.0,2.0,0.0,2.0,2.0,3.0,0.0
LUPUL,JOFFREY,R,19,0.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,3.0,2.0,2.0,0.0,0.0,3.0,3.0,1.0,0.0
DOAN,SHANE,R,19,74.0,69.0,3.0,11.0,60.0,18.0,27.0,29.0,0.0,64.0,65.0,2.0,7.0,6.0,3.0,60.0,22.0,25.0,21.0,1.0,56.0,58.0,2.0,9.0
CLENDENING,ADAM,D,2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
PARDY,ADAM,D,2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
SEKERA,ANDREJ,D,2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
BODNARCHUK,ANDREW,D,2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
BITETTO,ANTHONY,D,2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
SMITH,BRENDAN,D,2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
HAMHUIS,DAN,D,2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
PHANEUF,DION,D,2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
KEITH,DUNCAN,D,2,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0
COWEN,JARED,D,2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
MOORE,JOHN,D,2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
JOKIPAKKA,JYRKI,D,2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
BIEKSA,KEVIN,D,2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
RUSSELL,KRIS,D,2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
GREENE,MATT,D,2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
HUNWICK,MATT,D,2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
NISKANEN,MATT,D,2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
HOLDEN,NICK,D,2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
LEDDY,NICK,D,2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
GROSSMANN,NICKLAS,D,2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
KREIDER,CHRIS,C,20,5.0,1.0,0.0,1.0,4.0,2.0,2.0,1.0,0.0,5.0,5.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0
EAKIN,CODY,C,20,567.0,621.0,199.0,214.0,154.0,187.0,201.0,177.0,2.0,470.0,493.0,45.0,29.0,225.0,219.0,177.0,222.0,204.0,192.0,3.0,484.0,519.0,54.0,48.0
UMBERGER,R.J.,C,20,2.0,3.0,0.0,0.0,2.0,1.0,0.0,1.0,0.0,2.0,2.0,0.0,0.0,0.0,3.0,0.0,2.0,0.0,1.0,0.0,0.0,0.0,2.0,1.0
NASH,RILEY,C,20,193.0,197.0,52.0,69.0,72.0,65.0,80.0,43.0,5.0,164.0,177.0,6.0,10.0,59.0,60.0,78.0,73.0,52.0,70.0,2.0,165.0,173.0,19.0,5.0
CORRADO,FRANK,D,20,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
TAORMINA,MATT,D,20,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
STANTON,RYAN,D,20,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
SUTER,RYAN,D,20,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
BARTLEY,VICTOR,D,20,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
BERRA,RETO,G,20,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
STEEN,ALEXANDER,L,20,159.0,198.0,72.0,48.0,39.0,64.0,48.0,42.0,5.0,108.0,122.0,35.0,2.0,99.0,56.0,43.0,64.0,63.0,68.0,3.0,122.0,133.0,61.0,4.0
SAAD,BRANDON,L,20,19.0,15.0,1.0,1.0,17.0,6.0,10.0,3.0,0.0,14.0,15.0,1.0,3.0,1.0,5.0,9.0,5.0,5.0,5.0,0.0,11.0,14.0,1.0,0.0
HIGGINS,CHRIS,L,20,1.0,2.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,2.0,0.0
THOMAS,CHRISTIAN,L,20,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
MILLER,DREW,L,20,1.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0
GAZDIC,LUKE,L,20,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0
STEMPNIAK,LEE,R,20,2.0,11.0,0.0,2.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,1.0,3.0,4.0,4.0,4.0,3.0,2.0,2.0,5.0,9.0,2.0,0.0
SALOMAKI,MIIKKA,R,20,2.0,1.0,1.0,1.0,0.0,0.0,1.0,1.0,0.0,2.0,2.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0
SUTTER,BRANDON,C,21,146.0,132.0,57.0,45.0,44.0,44.0,46.0,51.0,5.0,97.0,108.0,24.0,14.0,44.0,38.0,50.0,45.0,42.0,43.0,2.0,83.0,91.0,23.0,18.0
LAICH,BROOKS,C,21,38.0,71.0,17.0,14.0,7.0,14.0,10.0,14.0,0.0,27.0,28.0,10.0,0.0,29.0,25.0,17.0,19.0,25.0,26.0,1.0,39.0,40.0,31.0,0.0
STEPAN,DEREK,C,21,515.0,588.0,173.0,166.0,176.0,162.0,169.0,178.0,6.0,392.0,419.0,47.0,49.0,190.0,211.0,187.0,187.0,201.0,189.0,11.0,453.0,479.0,51.0,58.0
PALMIERI,KYLE,C,21,10.0,17.0,4.0,1.0,5.0,3.0,6.0,1.0,0.0,7.0,8.0,2.0,0.0,3.0,5.0,9.0,6.0,6.0,4.0,1.0,12.0,15.0,1.0,1.0
SHORE,NICK,C,21,384.0,357.0,122.0,126.0,136.0,124.0,133.0,126.0,1.0,336.0,343.0,26.0,15.0,130.0,111.0,116.0,127.0,115.0,114.0,1.0,308.0,318.0,33.0,6.0
BERGLUND,PATRIK,C,21,139.0,138.0,49.0,54.0,36.0,45.0,44.0,49.0,1.0,116.0,121.0,13.0,5.0,59.0,47.0,32.0,48.0,43.0,45.0,2.0,117.0,119.0,11.0,8.0
MATTEAU,STEFAN,C,21,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
TATAR,TOMAS,C,21,6.0,18.0,1.0,0.0,5.0,5.0,1.0,0.0,0.0,6.0,6.0,0.0,0.0,2.0,5.0,11.0,7.0,7.0,1.0,3.0,15.0,17.0,0.0,1.0
TROCHECK,VINCENT,C,21,547.0,559.0,183.0,172.0,192.0,184.0,178.0,177.0,8.0,446.0,475.0,26.0,46.0,195.0,194.0,170.0,188.0,189.0,175.0,7.0,468.0,491.0,31.0,37.0
FERENCE,ANDREW,D,21,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
POTTER,COREY,D,21,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
WISNIEWSKI,JAMES,D,21,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
KOSTKA,MICHAEL,D,21,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ROUSSEL,ANTOINE,L,21,15.0,20.0,3.0,3.0,9.0,8.0,2.0,5.0,0.0,12.0,12.0,2.0,1.0,4.0,8.0,8.0,6.0,5.0,9.0,0.0,17.0,17.0,2.0,1.0
